id,truncated,favorite_count,retweet_count,author_followers_count,author_listed_count,author_lang,author_statuses_count,author_friends_count,author_favourites_count,author_location,hashtag_indices,hashtags,lang,created_at,place,text,sentiment_polarity,sentiment_subjectivity
0,False,0,4,876,11,,2892,2094,5163,SoCal,[5],['GigaBerlin'],en,2021-04-12 20:19:06,,When #GigaBerlin begins production later this year this will seem like small 🥔. https://t.co/Y6kcOnNTdx,-0.125,0.2
1,False,0,0,1,0,,9,61,7,,[16],['SafeMoon'],und,2021-04-12 20:19:08,,@binance @Tesla #SafeMoon,0.0,0.0
2,False,1,0,62,5,,16765,26,7041,Tesla station on Mars,[],[],en,2021-04-12 20:19:08,,RT @rmcadory: @TMSP85 @ChrisDungeon Means I believe in the company and Musk. Wouldn’t own since early 2018 if I didn’t. Doesn’t mean I allo…,0.129,0.662
3,False,5014,0,1126,12,,56391,1071,37324,Oduduwa Federal Republic,[50],['Binance'],en,2021-04-12 20:19:09,,RT @binance: Introducing tradable stock tokens on #Binance! . . Trade digital tokens that represent fully backed shares of equity stock.. . Fir…,0.0,0.0
4,True,0,1,4,0,,8,12,1,,[],[],en,2021-04-12 20:19:09,,@lorakolodny HI Lora I reed yours article about Tesla double charging customers for car purchase. I have been . char… https://t.co/4s83lxC62N,0.0,0.0
5,False,0,13,51461,773,,23596,1739,11832,California,[],[],en,2021-04-12 20:19:09,,Just joined the Tesla fam friends DM me for a referral link ⚡️⚡️⚡️,0.0,0.0
6,False,0,0,2185,2,,5906,888,7676,Birmingham,[62],['Tesla'],ca,2021-04-12 20:19:10,,@LateBrakeShow Tesla Model X. https://t.co/PIdSPHSA7O. @YouTube #Tesla,0.0,0.0
7,False,116,0,72,3,,1792,436,4390,Canberra,[],[],en,2021-04-12 20:19:12,,RT @rice_fry: We recently got some insight into how Tesla is going to replace radar in the recent firmware updates + some nifty ML model te…,0.0,0.25
8,True,0,1,1086,22,,10160,1937,43739,USA,[],[],en,2021-04-12 20:19:13,,@bigshiny90 @AMERICANHODL3 This is my plan. I have a model 3 rn and 3 cybertrucks on order  building a tesla robota… https://t.co/xdqJuA5zi1,0.0,0.0
9,True,0,1,602,3,,3123,853,4431,"İstanbul, Türkiye","[21, 29, 40]","['Apple', 'Amazon', 'Alphabet']",tr,2021-04-12 20:19:13,,1 Trilyon $'a Doğru.. #Apple  #Amazon ve #Alphabet gibi Teknoloji şirketlerinin 1 trilyon$ piyasa değerine ulaşması… https://t.co/8C0i36rvot,0.0,0.0
10,False,0,0,1051,2,,58840,1216,7638,"Islamabad, Houston ",[0],['Tesla'],und,2021-04-12 20:19:18,,#Tesla https://t.co/Of3VE7LMHm,0.0,0.0
11,True,0,0,101,0,,3270,372,7079,"Providencia, Chile",[],[],es,2021-04-12 20:19:19,"Place(_api=<tweepy.api.API object at 0x19D8DE38>, id='01d461fd3da860bd', url='https://api.twitter.com/1.1/geo/id/01d461fd3da860bd.json', place_type='city', name='Providencia', full_name='Providencia, Chile', country_code='CL', country='Chile', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x19D8DE38>, type='Polygon', coordinates=[[[-70.6376924, -33.4499729], [-70.5838263, -33.4499729], [-70.5838263, -33.4089971], [-70.6376924, -33.4089971]]]), attributes={})",Tesla ( TSLA ) superó después de obtener una mejora en tecnología. . El stock de productos químicos Dow ( DOW ) fue e… https://t.co/rF2Y3YyvVA,0.0,0.0
12,False,2,0,656,35,,131810,676,727,Nairobi,[],[],en,2021-04-12 20:19:20,,RT @echenze: The Tesla.,0.0,0.0
13,False,2,0,3949,73,,192440,4652,139359,"Washingtonville, NY",[112],['Tesla'],en,2021-04-12 20:19:23,,RT @EnelXChargingNA: Check out the new JuiceBox 40 smart EV charging station @travjax71 installed to charge his #Tesla Model 3. He was able…,0.175,0.549
14,False,39,0,4,0,,39,56,55,United States,[],[],en,2021-04-12 20:19:24,,RT @Joshuajammes: I’ve made a decent chunk of change with $GME &amp; $AMC by doing the complete opposite of what the media says lol,0.267,0.442
15,False,119,0,62,5,,16765,26,7041,Tesla station on Mars,[20],['Tesla'],en,2021-04-12 20:19:26,,RT @mirekbujna: New #Tesla Cybertruck photos? $TSLA. . Source: https://t.co/Ab9Lvikx73 https://t.co/7jVuJo0NBO,0.136,0.455
16,False,168,0,60,0,,868,262,8425,,[],[],en,2021-04-12 20:19:30,,RT @_bennettm_: In this Hummer EV ad  there's a Tesla wall connector in the background 💀 https://t.co/yJbdQ7e8Uq,0.0,0.0
17,False,19,0,3157,196,,13059,756,18053,"Champaign, Illinois",[],[],en,2021-04-12 20:19:33,,RT @heydave7: Interesting!  Most everything  eventually getting tokenized and tradeable instantly.,0.375,0.556
18,False,1,0,358,1,,52909,653,54443,"St Louis, MO",[],[],en,2021-04-12 20:19:33,,RT @NotJohn19164199: @LFC_Bern What kind of stock droid can't even relay stock picks? At least it coulda been like  buy apple or tesla or s…,0.15,0.65
19,True,0,2,5533,196,,19880,586,7527,Best alt coin exchange Binance,"[80, 93]","['Bitcoin', 'Tesla']",en,2021-04-12 20:19:35,,@bonnienorman I bugged @elonmusk every 6 months over the last 5 years to accept #Bitcoin for #Tesla s. He finally l… https://t.co/65vOarJrbk,0.0,0.533
20,True,0,0,5,0,,1045,5,907,,[],[],en,2021-04-12 20:19:38,,@AVBehavior @Femi_Okedeyi @its_menieb @MKBHD Horrible ui  layout sucks  looks like a gimmick to me imo. The Porsche… https://t.co/qg5LhfDxGg,-0.65,0.65
21,False,0,0,11,0,,53,41,0,South Africa,[],[],en,2021-04-12 20:19:39,,@elongateog is a cryptocurrency dedicated to charitable giving! I just entered to win a TESLA MODEL 3 from ElonGate! https://t.co/SI2CePYU5u,0.875,0.6
22,False,209,0,749,4,,26288,2703,252775,"Yaba, Lagos",[],[],en,2021-04-12 20:19:42,,RT @benmurraybruce: In practising what I preach  I recently put a deposit on this yet to be manufactured Lucid Electric Car. Delivery is ea…,0.0,0.25
23,False,39,0,233,1,,8809,915,44981,Moon,[],[],en,2021-04-12 20:19:43,,RT @Joshuajammes: I’ve made a decent chunk of change with $GME &amp; $AMC by doing the complete opposite of what the media says lol,0.267,0.442
24,False,3,0,1185,22,,54839,648,13525,,[],[],en,2021-04-12 20:19:45,,RT @dreederer: Watching Karpathy talking about the AP development. . . I am an sw engineering manager  I saw many SW projects through the yea…,0.5,0.5
25,False,590,0,397,4,,36326,721,38164, Lombardia alta  zona rossa  ,[125],['vegas'],en,2021-04-12 20:19:45,,RT @mickakers: Footage of what it looks like when a @Tesla is traveling through the @boringcompany’s Convention Center Loop. #vegas #boring…,-0.1,0.1
26,False,0,0,151,1,,1048,508,896,UK Wide,[],[],en,2021-04-12 20:19:45,,Ahh Greta Thunberg on BBC bless her..rocking around Canada 🇨🇦 ey in her Tesla 😂 https://t.co/9oBfqDyS0H,0.0,0.0
