id,truncated,favorite_count,retweet_count,author_followers_count,author_listed_count,author_lang,author_statuses_count,author_friends_count,author_favourites_count,author_location,hashtag_indices,hashtags,lang,created_at,place,text,sentiment_polarity,sentiment_subjectivity
0,False,2495,0,97,0,,69,14,3,"Los Angeles, CA",[],[],en,2021-04-12 20:49:19,,RT @cz_binance: Thanks to @elonmusk for bringing crypto to Tesla  so we're bringing Tesla to crypto.,0.2,0.2
1,True,0,1,56,0,,135,589,696,,[],[],en,2021-04-12 20:49:22,,Tesla sucks.  Last November we contracted with Tesla  waiting for installation for the last 4 months.  This weekend… https://t.co/edPTcqgmZn,-0.1,0.144
2,False,0,1,1114,10,,9452,1096,32157,"Sydney, Australia",[],[],en,2021-04-12 20:49:26,,Finance -  new investing products show no signs of slowing https://t.co/y71tbPFiDT,0.136,0.455
3,False,0,4,351,0,,22395,163,21601,RKS,[],[],en,2021-04-12 20:49:28,,@EskobariPabllo Nexhip Teli (later: Nikola Tesla) was of albanian origin  but had to change his name due to serbian persecution.,-0.062,0.188
4,False,0,0,160,0,,8584,159,2694,Mt. Olympus 🏔🏛,[],[],en,2021-04-12 20:49:30,,You can change the horn sound in a Tesla 🤣😂🤣,0.4,0.4
5,False,2495,0,695,0,,1604,661,47126,"Lagos, Nigeria",[],[],en,2021-04-12 20:49:30,,RT @cz_binance: Thanks to @elonmusk for bringing crypto to Tesla  so we're bringing Tesla to crypto.,0.2,0.2
6,False,25,0,947,17,,154928,2024,151351,"Helsingborg, Sweden",[116],['ForbesBillionaires'],en,2021-04-12 20:49:30,,RT @Forbes: Rocket Elon: How Tesla’s Eccentric Boss Became The Number Two Richest On Forbes’ 2021 Billionaires List #ForbesBillionaires htt…,0.0,0.5
7,False,2,0,47,0,,507,203,1744,,[],[],en,2021-04-12 20:49:33,,RT @Gregk1719: This is going to go big once the market catches on IMO!!!! $FMNJ,0.0,0.1
8,False,0,0,106,0,,20515,48,2620,"San Bernardino, CA",[],[],en,2021-04-12 20:49:36,,@evox_mando  you better pull up wit my Tesla like this my boii https://t.co/lkMTZ5B06i,0.5,0.5
9,True,0,2,4704,22,,90816,3924,51896,"Stockholm, Sverige",[],[],sv,2021-04-12 20:49:42,,Det är med andra ord jävligt trassligt att hitta ett enkelt sätt att ta betalt för att ladda sin elbil. Det är inge… https://t.co/Rz5TyYmkyP,0.0,0.0
